"","state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","fips","percent_incarcerated_20","percent_incarcerated_10","percent_incarcerated_00"
"3015","FL","Flagler County",115378,154,95696,302,49832,55,12035,0.1334743191943,0.315582678481859,0.110370846042703
"3016","FL","Franklin County",12451,1287,11549,1761,11057,1566,12037,10.3365191550879,15.2480734262707,14.1629736818305
"3017","FL","Gadsden County",43826,991,46389,1287,45087,1228,12039,2.26121480399763,2.77436461230033,2.72362321733537
"3018","FL","Gilchrist County",17864,818,16939,30,14437,1136,12041,4.57904164800716,0.177106086545841,7.86867077647711
"3019","FL","Glades County",12126,1640,12884,1481,10576,715,12043,13.5246577601847,11.4948773672772,6.76059001512859
"3020","FL","Gulf County",14192,1129,15863,3328,13332,1229,12045,7.95518602029312,20.9796381516737,9.21842184218422
"3021","FL","Hamilton County",14004,2323,14799,2937,13327,2356,12047,16.5881176806627,19.8459355361849,17.6783972386884
"3022","FL","Hardee County",25327,1672,27731,1616,26938,1255,12049,6.60165041260315,5.82741336410515,4.65884623951296
"3023","FL","Hendry County",39619,218,39140,1436,36210,1254,12051,0.550241045962796,3.66888094021461,3.46313173156587
"3024","FL","Hernando County",194515,1097,172778,948,130802,771,12053,0.563966789193636,0.548680966326731,0.589440528432287
"3025","FL","Highlands County",101235,365,98786,388,87366,290,12055,0.360547241566652,0.392768206021096,0.331936909095071
"3026","FL","Hillsborough County",1459762,2959,1229226,3552,998948,3158,12057,0.202704276450545,0.288962322632291,0.316132571465181
"3027","FL","Holmes County",19653,1619,19927,1464,18564,1435,12059,8.23792805169694,7.34681587795453,7.73001508295626
"3028","FL","Indian River County",159788,490,138028,480,112947,718,12061,0.306656319623501,0.347755527863912,0.635696388571631
"3029","FL","Jackson County",47319,5482,49746,7066,46755,4854,12063,11.585198334707,14.2041571181603,10.381777350016
"3030","FL","Jefferson County",14510,888,14761,1201,12902,782,12065,6.11991729841489,8.13630512837884,6.06107580220121
"3031","FL","Lafayette County",8226,1406,8870,2036,7022,1231,12067,17.0921468514466,22.9537767756483,17.5306180575335
"3032","FL","Lake County",383956,1734,297052,2033,210528,1522,12069,0.451614247465855,0.68439195831033,0.722944216446268
"3033","FL","Lee County",760822,1484,618754,1864,440888,1195,12071,0.195052193548557,0.301250577774043,0.271043893233656
"3034","FL","Leon County",292198,1944,275487,2064,239452,2547,12073,0.665302295019131,0.749218656415729,1.06367873310726
"3035","FL","Levy County",42915,132,40801,424,34450,370,12075,0.307584760573226,1.03919021592608,1.07402031930334
"3036","FL","Liberty County",7974,1785,8365,1763,7021,1337,12077,22.385252069225,21.0759115361626,19.0428713858425
"3037","FL","Madison County",17968,1366,19224,1524,18733,1410,12079,7.60240427426536,7.92759051186018,7.52682432071745
"3038","FL","Manatee County",399710,1943,322833,1174,264002,1274,12081,0.486102424257587,0.363655512292733,0.482572101726502
"3039","FL","Marion County",375908,6636,331298,6146,258916,3780,12083,1.76532555838131,1.85512740795296,1.45993295122743
"3040","FL","Martin County",158431,2343,146318,2327,126731,1699,12085,1.4788772399341,1.59037165625555,1.34063488807001
"3041","FL","Miami-Dade County",2701767,11692,2496435,12127,2253362,15684,12086,0.432753823701304,0.485772711887151,0.696026648181695
"3042","FL","Monroe County",82874,294,73090,488,79589,567,12087,0.354755411830007,0.667669995895471,0.712410006407921
"3043","FL","Nassau County",90352,257,73314,196,57663,178,12089,0.284443067115282,0.267343208664102,0.308690147928481
"3044","FL","Okaloosa County",211668,1715,180822,1834,170498,2422,12091,0.810231116654383,1.01425711473161,1.42054452251639
"3045","FL","Okeechobee County",39644,2208,39996,1935,35910,1482,12093,5.56956916557361,4.83798379837984,4.12698412698413
"3046","FL","Orange County",1429908,4685,1145956,6031,896344,6307,12095,0.327643456781835,0.526285476929306,0.703636103995787
"3047","FL","Osceola County",388656,790,268685,1441,172493,903,12097,0.20326458359063,0.536315760090813,0.523499504327712
"3048","FL","Palm Beach County",1492191,4028,1320134,6055,1131184,4718,12099,0.269938633861215,0.458665559708333,0.417085107285817
"3049","FL","Pasco County",561891,1991,464697,1898,344765,542,12101,0.354339186781778,0.408438186603314,0.157208533348803
"3050","FL","Pinellas County",959107,2871,916542,3809,921482,3503,12103,0.299340949445682,0.415583792123002,0.380148499916439
"3051","FL","Polk County",725046,5393,602095,5463,483924,4717,12105,0.743814875194126,0.907331899451083,0.974739835180731
"3052","FL","Putnam County",73321,747,74364,760,70423,618,12107,1.01880770856917,1.02199989242106,0.877554208142226
"3053","FL","St. Johns County",273425,439,190039,467,123135,347,12109,0.160555911127366,0.245739032514379,0.281804523490478
"3054","FL","St. Lucie County",329226,1196,277789,1591,192695,780,12111,0.363276290450936,0.572736861430798,0.404784763486339
"3055","FL","Santa Rosa County",188000,5520,151372,3351,117743,1639,12113,2.93617021276596,2.21375155246677,1.39201481192088
"3056","FL","Sarasota County",434006,830,379448,837,325957,763,12115,0.191241595738308,0.220583584575489,0.234079955331531
"3057","FL","Seminole County",470856,770,422718,757,365196,1216,12117,0.163531950320268,0.179079197006042,0.332971883591277
"3058","FL","Sumter County",129752,8104,93420,8606,53345,5958,12119,6.24576114433689,9.21216013701563,11.1688068235074
"3059","FL","Suwannee County",43474,2116,41551,998,34844,140,12121,4.86727699314533,2.40186758441433,0.401790839168867
"3060","FL","Taylor County",21796,2353,22570,3141,19256,1107,12123,10.7955588181318,13.9167035888347,5.74885749896136
"3061","FL","Union County",16147,4755,15535,4754,13442,4061,12125,29.4481947110918,30.6018667524944,30.2112780836185
"3062","FL","Volusia County",553543,2916,494593,3133,443343,2616,12127,0.526788343452993,0.633450129702604,0.590062321949371
"3063","FL","Wakulla County",33764,3264,30776,3406,22863,1024,12129,9.66710105437744,11.067065245646,4.47885229409964
"3064","FL","Walton County",75305,1835,55043,1760,40601,1435,12131,2.43675718743775,3.19750013625711,3.5343957045393
"3065","FL","Washington County",25318,2087,24896,2625,20973,1108,12133,8.24314716802275,10.5438624678663,5.28298288275402
"3066","KS","Allen County",12526,28,13371,30,14385,20,20001,0.223535047102028,0.22436616558223,0.139033715676051
"3067","KS","Anderson County",7836,15,8102,19,8110,13,20003,0.191424196018377,0.234509997531474,0.160295930949445
"3068","KS","Atchison County",16348,39,16924,36,16774,17,20005,0.23856129190115,0.212715670054361,0.101347323238345
"3069","KS","Barber County",4228,0,4861,0,5307,0,20007,0,0,0
"3070","KS","Barton County",25493,70,27674,65,28205,43,20009,0.274585180245558,0.234877502348775,0.152455238432902
"3071","KS","Bourbon County",14360,35,15173,42,15379,23,20011,0.243732590529248,0.276807486983457,0.14955458742441
"3072","KS","Brown County",9508,0,9984,14,10724,9,20013,0,0.140224358974359,0.0839239089891831
"3073","KS","Butler County",67380,1649,65880,1379,59482,1059,20015,2.44731374295043,2.09319975713418,1.78037053226186
"3074","KS","Chase County",2572,143,2790,106,3030,70,20017,5.55987558320373,3.79928315412186,2.31023102310231
"3075","KS","Chautauqua County",3379,0,3669,0,4359,6,20019,0,0,0.137646249139711
"3076","KS","Cherokee County",19362,0,21603,0,22605,14,20021,0,0,0.061933200619332
"3077","KS","Cheyenne County",2616,0,2726,0,3165,0,20023,0,0,0
"3078","KS","Clark County",1991,0,2215,0,2390,0,20025,0,0,0
"3079","KS","Clay County",8117,67,8535,17,8822,23,20027,0.825428113835161,0.199179847685999,0.260711856721832
"3080","KS","Cloud County",9032,75,9533,14,10268,7,20029,0.830380868024801,0.146858281758103,0.0681729645500584
"3081","KS","Coffey County",8360,2,8601,6,8865,12,20031,0.0239234449760766,0.069759330310429,0.135363790186125
"3082","KS","Comanche County",1689,0,1891,0,1967,0,20033,0,0,0
"3083","KS","Cowley County",34549,674,36311,665,36291,597,20035,1.95085241251556,1.83140095287929,1.64503595932876
"3084","KS","Crawford County",38972,29,39134,93,38242,77,20037,0.0744123986451812,0.23764501456534,0.201349301814759
"3085","KS","Decatur County",2764,6,2961,2,3472,4,20039,0.217076700434153,0.0675447483958122,0.115207373271889
"3086","KS","Dickinson County",18402,19,19754,38,19344,13,20041,0.103249646777524,0.192366103067733,0.0672043010752688
"3087","KS","Doniphan County",7510,18,7945,9,8249,7,20043,0.239680426098535,0.113278791692889,0.0848587707600921
"3088","KS","Douglas County",118785,144,110826,141,99962,94,20045,0.121227427705518,0.127226463104326,0.0940357335787599
"3089","KS","Edwards County",2907,0,3037,5,3449,3,20047,0,0.16463615409944,0.0869817338358945
"3090","KS","Elk County",2483,1,2882,6,3261,7,20049,0.0402738622633911,0.208188757807078,0.214658080343453
"3091","KS","Ellis County",28934,31,28452,35,27507,25,20051,0.107140388470312,0.123014199353297,0.0908859563020322
"3092","KS","Ellsworth County",6376,882,6497,840,6525,624,20053,13.8331242158093,12.9290441742343,9.5632183908046
"3093","KS","Finney County",38470,78,36776,135,40523,65,20055,0.202755393813361,0.367087230802697,0.160402734249685
"3094","KS","Ford County",34287,97,33848,101,32458,72,20057,0.282906057689503,0.298392814937367,0.221825127857539
"3095","KS","Franklin County",25996,44,25992,40,24784,45,20059,0.169256808739806,0.15389350569406,0.181568754034861
"3096","KS","Geary County",36739,81,34362,87,27947,41,20061,0.220474155529546,0.253186659682207,0.146706265430994
"3097","KS","Gove County",2718,0,2695,0,3068,0,20063,0,0,0
"3098","KS","Graham County",2415,0,2597,0,2946,0,20065,0,0,0
"3099","KS","Grant County",7352,19,7829,22,7909,6,20067,0.258433079434168,0.281006514241921,0.0758629409533443
"3100","KS","Gray County",5653,0,6006,0,5904,0,20069,0,0,0
"3101","KS","Greeley County",1284,0,1247,0,1534,0,20071,0,0,0
"3102","KS","Greenwood County",6016,26,6689,26,7673,18,20073,0.43218085106383,0.388697862161758,0.234588817933012
"3103","KS","Hamilton County",2518,0,2690,0,2670,2,20075,0,0,0.0749063670411985
"3104","KS","Harper County",5485,12,6034,0,6536,11,20077,0.218778486782133,0,0.168298653610771
"3105","KS","Harvey County",34024,88,34684,102,32869,82,20079,0.258640959322831,0.294083727367086,0.249475189388177
"3106","KS","Haskell County",3780,7,4256,3,4307,3,20081,0.185185185185185,0.0704887218045113,0.0696540515439981
"3107","KS","Hodgeman County",1723,0,1916,0,2085,1,20083,0,0,0.0479616306954436
"3108","KS","Jackson County",13232,61,13462,51,12657,70,20085,0.461003627569528,0.378844153914723,0.553053646203682
"3109","KS","Jefferson County",18368,34,19126,16,18426,48,20087,0.185104529616725,0.0836557565617484,0.260501465320742
"3110","KS","Jewell County",2932,5,3077,2,3791,2,20089,0.170532060027285,0.064998375040624,0.0527565286204168
"3111","KS","Johnson County",609863,882,544179,1074,451086,147,20091,0.144622644757921,0.197361529937759,0.0325880209095383
"3112","KS","Kearny County",3983,5,3977,6,4531,8,20093,0.125533517449159,0.150867488056324,0.176561465460163
"3113","KS","Kingman County",7470,10,7858,6,8673,6,20095,0.133868808567604,0.0763553066938152,0.0691802144586648
"3114","KS","Kiowa County",2460,0,2553,0,3278,4,20097,0,0,0.12202562538133
"3115","KS","Labette County",20184,31,21607,48,22835,243,20099,0.153586999603646,0.222150229092424,1.06415590102912
"3116","KS","Lane County",1574,0,1750,3,2155,4,20101,0,0.171428571428571,0.185614849187935
"3117","KS","Leavenworth County",81881,5015,76227,5622,68691,5465,20103,6.12474200363943,7.37533944665276,7.95591853372349
"3118","KS","Lincoln County",2939,7,3241,1,3578,0,20105,0.238176250425315,0.0308546744831842,0
"3119","KS","Linn County",9591,0,9656,28,9570,10,20107,0,0.289975144987572,0.104493207941484
"3120","KS","Logan County",2762,0,2756,0,3046,0,20109,0,0,0
"3121","KS","Lyon County",32179,83,33690,111,35935,122,20111,0.257932191802107,0.329474621549421,0.33950187839154
"3122","KS","McPherson County",30223,0,29180,0,29554,0,20113,0,0,0
"3123","KS","Marion County",11823,0,12660,9,13361,6,20115,0,0.0710900473933649,0.0449068183519198
"3124","KS","Marshall County",10038,9,10117,18,10965,12,20117,0.0896592946802152,0.177918355243649,0.109439124487004
"3125","KS","Meade County",4055,36,4575,49,4631,31,20119,0.887792848335389,1.07103825136612,0.669401857050313
"3126","KS","Miami County",34191,0,32787,0,28351,105,20121,0,0,0.370357306620578
"3127","KS","Mitchell County",5796,0,6373,12,6932,7,20123,0,0.188294366860191,0.100980957876515
"3128","KS","Montgomery County",31486,45,35471,126,36252,80,20125,0.142920663151877,0.355219756984579,0.22067747986318
"3129","KS","Morris County",5386,7,5923,4,6104,4,20127,0.12996658002228,0.0675333445888908,0.0655307994757536
"3130","KS","Morton County",2701,15,3233,9,3496,5,20129,0.555349870418364,0.278379214351995,0.143020594965675
"3131","KS","Nemaha County",10273,9,10178,6,10717,9,20131,0.0876082935851261,0.0589506779327962,0.083978725389568
"3132","KS","Neosho County",15904,33,16512,31,16997,34,20133,0.207494969818913,0.187742248062016,0.20003530034712
"3133","KS","Ness County",2687,20,3107,3,3454,1,20135,0.744324525493115,0.0965561635017702,0.0289519397799653
"3134","KS","Norton County",5459,862,5671,735,5953,694,20137,15.7904378091226,12.9606771292541,11.6579875692928
"3135","KS","Osage County",15766,0,16295,17,16712,8,20139,0,0.104326480515496,0.0478697941598851
"3136","KS","Osborne County",3500,8,3858,5,4452,3,20141,0.228571428571429,0.129600829445308,0.0673854447439353
"3137","KS","Ottawa County",5735,57,6091,40,6163,58,20143,0.993897122929381,0.656706616319159,0.941100113581048
"3138","KS","Pawnee County",6253,624,6973,375,7233,349,20145,9.97920997920998,5.37788613222429,4.82510714779483
"3139","KS","Phillips County",4981,3,5642,11,6001,4,20147,0.0602288697048785,0.194966323998582,0.0666555574070988
"3140","KS","Pottawatomie County",25348,24,21604,13,18209,5,20149,0.0946820261953606,0.0601740418441029,0.0274589488714372
"3141","KS","Pratt County",9157,8,9656,13,9647,35,20151,0.0873648574860762,0.134631317315659,0.362807090287136
"3142","KS","Rawlins County",2561,0,2519,0,2966,1,20153,0,0,0.0337154416722859
"3143","KS","Reno County",61898,1668,64511,1918,64790,2104,20155,2.69475588872015,2.97313636434097,3.24741472449452
"3144","KS","Republic County",4674,0,4980,0,5835,7,20157,0,0,0.119965724078835
"3145","KS","Rice County",9427,19,10083,47,10761,26,20159,0.201548742972314,0.46613111177229,0.241613232970913
"3146","KS","Riley County",71959,65,71115,95,62843,31,20161,0.0903292152475715,0.133586444491317,0.0493292809063858
"3147","KS","Rooks County",4919,136,5181,11,5685,110,20163,2.76478959138036,0.212314225053079,1.9349164467898
"3148","KS","Rush County",2956,0,3307,0,3551,0,20165,0,0,0
"3149","KS","Russell County",6691,26,6970,11,7370,21,20167,0.38858167687939,0.157819225251076,0.28493894165536
"3150","KS","Saline County",54303,276,55606,158,53597,197,20169,0.508259212198221,0.284141999064849,0.367557885702558
"3151","KS","Scott County",5151,14,4936,19,5120,7,20171,0.27179188507086,0.384927066450567,0.13671875
"3152","KS","Sedgwick County",523824,1631,498365,1602,452869,1619,20173,0.31136412230062,0.321451145244951,0.357498526063829
"3153","KS","Seward County",21964,54,22952,128,22510,70,20175,0.245856856674558,0.557685604740328,0.310972900932919
"3154","KS","Shawnee County",178909,1327,177934,1015,169871,1316,20177,0.741717856563952,0.570436229163622,0.774705511829565
"3155","KS","Sheridan County",2447,0,2556,0,2813,0,20179,0,0,0
"3156","KS","Sherman County",5927,0,6010,0,6760,12,20181,0,0,0.177514792899408
"3157","KS","Smith County",3570,4,3853,1,4536,1,20183,0.112044817927171,0.025953802232027,0.0220458553791887
"3158","KS","Stafford County",4072,0,4437,0,4789,0,20185,0,0,0
"3159","KS","Stanton County",2084,9,2235,25,2406,33,20187,0.431861804222649,1.11856823266219,1.3715710723192
"3160","KS","Stevens County",5250,1,5724,13,5463,6,20189,0.019047619047619,0.227113906359189,0.109829763866008
"3161","KS","Sumner County",22382,66,24132,108,25946,36,20191,0.29487981413636,0.447538538040776,0.138749710938102
"3162","KS","Thomas County",7930,18,7900,9,8180,9,20193,0.226986128625473,0.113924050632911,0.110024449877751
"3163","KS","Trego County",2808,0,3001,0,3319,0,20195,0,0,0
"3164","KS","Wabaunsee County",6877,0,7053,0,6885,0,20197,0,0,0
"3165","KS","Wallace County",1512,0,1485,0,1749,0,20199,0,0,0
"3166","KS","Washington County",5530,0,5799,0,6483,0,20201,0,0,0
"3167","KS","Wichita County",2152,0,2234,0,2531,0,20203,0,0,0
"3168","KS","Wilson County",8624,33,9409,42,10332,32,20205,0.38265306122449,0.446381124455309,0.309717382888115
"3169","KS","Woodson County",3115,9,3309,4,3788,70,20207,0.28892455858748,0.120882441825325,1.84794086589229
"3170","KS","Wyandotte County",169245,576,157505,281,157882,303,20209,0.340335017282638,0.178407034697311,0.191915481182149
"3171","NV","Churchill County",25516,69,24877,40,23982,48,32001,0.270418560902963,0.160791092173494,0.200150112584438
"3172","NV","Clark County",2265461,11232,1951269,11598,1375765,8266,32003,0.495793129963394,0.594382424975747,0.600829356757877
"3173","NV","Douglas County",49488,12,46997,80,41259,67,32005,0.0242483026188167,0.170223631295615,0.162388812137958
"3174","NV","Elko County",53702,367,48818,326,45291,400,32007,0.683400990652117,0.667786472202876,0.88317767326842
"3175","NV","Esmeralda County",729,1,783,1,971,6,32009,0.137174211248285,0.127713920817369,0.617919670442842
"3176","NV","Eureka County",1855,0,1987,1,1651,9,32011,0,0.0503271263210871,0.545124167171411
