"","state","county","total_population_20","incarcerated_20","total_population_10","incarcerated_10","total_population_00","incarcerated_00","fips","percent_incarcerated_20","percent_incarcerated_10","percent_incarcerated_00"
"1617","TX","Ector County",165171,782,137130,806,121123,911,48135,0.473448728893087,0.587763436155473,0.752128002113554
"1618","TX","Edwards County",1422,16,2002,5,2162,27,48137,1.12517580872011,0.24975024975025,1.24884366327475
"1619","TX","Ellis County",192455,275,149610,306,111360,260,48139,0.142890545841885,0.204531782634851,0.233477011494253
"1620","TX","El Paso County",865657,5136,800647,6503,679622,6220,48141,0.593306586788994,0.812218118596585,0.915214634017145
"1621","TX","Erath County",42545,58,37890,48,33001,57,48143,0.136326242801739,0.126682501979414,0.172722038726099
"1622","TX","Falls County",16968,1959,17866,1921,18576,1325,48145,11.545261669024,10.7522668756297,7.13285960378984
"1623","TX","Fannin County",35662,2533,33915,2376,31242,2649,48147,7.10279849699961,7.00574966828837,8.47897061647782
"1624","TX","Fayette County",24435,12,24554,20,21804,24,48149,0.049109883364027,0.0814531237272949,0.110071546505228
"1625","TX","Fisher County",3672,0,3974,10,4344,11,48151,0,0.251635631605435,0.253222836095764
"1626","TX","Floyd County",5402,0,6446,0,7771,11,48153,0,0,0.141551923819328
"1627","TX","Foard County",1095,0,1336,0,1622,1,48155,0,0,0.061652281134402
"1628","TX","Fort Bend County",822779,2923,585375,4487,354452,4081,48157,0.355259431755064,0.766517189835575,1.15135476735919
"1629","TX","Franklin County",10359,48,10605,29,9458,37,48159,0.463365189690125,0.273455917020273,0.391203214210192
"1630","TX","Freestone County",19435,1330,19816,1354,17867,1349,48161,6.84332390018009,6.83286233346791,7.55023227178597
"1631","TX","Frio County",18385,2824,17217,3153,16252,1970,48163,15.3603481098722,18.3132949991288,12.1215850356879
"1632","TX","Gaines County",21598,40,17526,20,14467,25,48165,0.185202333549403,0.114116170261326,0.172807078177922
"1633","TX","Galveston County",350682,2443,291309,1611,250158,1275,48167,0.696642542246252,0.553021018918056,0.509677883577579
"1634","TX","Garza County",5816,1731,6461,1995,4872,371,48169,29.7627235213205,30.8775731310943,7.61494252873563
"1635","TX","Gillespie County",26725,45,24837,6,20814,10,48171,0.168381665107577,0.0241575069452832,0.0480445853752282
"1636","TX","Glasscock County",1116,0,1226,0,1406,0,48173,0,0,0
"1637","TX","Goliad County",7012,14,7210,30,6928,38,48175,0.199657729606389,0.416088765603329,0.548498845265589
"1638","TX","Gonzales County",19653,78,19807,117,18628,54,48177,0.396885971607388,0.590700257484728,0.289886192828001
"1639","TX","Gray County",21227,1388,22535,1445,22744,1436,48179,6.5388420407971,6.41224761482139,6.31375307773479
"1640","TX","Grayson County",135543,328,120877,224,110595,378,48181,0.241989626908066,0.185312342298369,0.341787603417876
"1641","TX","Gregg County",124239,542,121730,801,111379,745,48183,0.436255926077963,0.658013636737041,0.668887312689107
"1642","TX","Grimes County",29268,2515,26604,2736,23552,2508,48185,8.59300259669263,10.2841677943166,10.648777173913
"1643","TX","Guadalupe County",172706,359,131533,465,89023,172,48187,0.207867705812189,0.353523450388876,0.193208496680633
"1644","TX","Hale County",32522,1564,36273,2097,36602,1651,48189,4.80905233380481,5.78115954015383,4.51068247636741
"1645","TX","Hall County",2825,5,3353,6,3782,6,48191,0.176991150442478,0.178944229048613,0.158646218931782
"1646","TX","Hamilton County",8222,0,8517,17,8229,12,48193,0,0.199600798403194,0.1458257382428
"1647","TX","Hansford County",5285,11,5613,3,5369,1,48195,0.208136234626301,0.0534473543559594,0.0186254423542559
"1648","TX","Hardeman County",3549,6,4139,6,4724,4,48197,0.169061707523246,0.144962551340904,0.0846740050804403
"1649","TX","Hardin County",56231,8,54635,0,48073,81,48199,0.0142270277960556,0,0.168493749089926
"1650","TX","Harris County",4731145,12310,4092459,15253,3400578,13501,48201,0.260190714932643,0.372709903752243,0.397020741768017
"1651","TX","Harrison County",68839,210,65631,194,62110,199,48203,0.305059631894711,0.295592022062745,0.320399291579456
"1652","TX","Hartley County",5382,771,6062,1333,5537,1344,48205,14.3255295429208,21.9894424282415,24.2730720606827
"1653","TX","Haskell County",5416,463,5899,491,6093,7,48207,8.54874446085672,8.32344465163587,0.11488593467914
"1654","TX","Hays County",241067,776,157107,647,97589,800,48209,0.321902209759113,0.411821242847232,0.819764522640871
"1655","TX","Hemphill County",3382,13,3807,4,3351,1,48211,0.384387936132466,0.105069608615708,0.0298418382572366
"1656","TX","Henderson County",82150,337,78532,366,73277,181,48213,0.410225197808886,0.466052055213162,0.247007928818047
"1657","TX","Hidalgo County",870781,4492,774769,3449,569463,3291,48215,0.515858752085771,0.445164945938725,0.577912875814583
"1658","TX","Hill County",35874,110,35089,139,32321,80,48217,0.306628756202263,0.396135541052752,0.247517094149315
"1659","TX","Hockley County",21537,39,22935,59,22716,50,48219,0.181083716395041,0.25724874645738,0.220109174150379
"1660","TX","Hood County",61598,159,51182,185,41100,133,48221,0.258125263807266,0.361455199093431,0.32360097323601
"1661","TX","Hopkins County",36787,132,35161,77,31960,93,48223,0.358822410090521,0.218992633884133,0.2909887359199
"1662","TX","Houston County",22066,2499,23732,2506,23185,2438,48225,11.3251155624037,10.5595819989887,10.515419452232
"1663","TX","Howard County",34860,4490,35012,5296,33627,3959,48227,12.8800917957544,15.1262424311665,11.773277425878
"1664","TX","Hudspeth County",3202,996,3476,86,3344,32,48229,31.105559025609,2.4741081703107,0.956937799043062
"1665","TX","Hunt County",99956,193,86129,271,76596,124,48231,0.193084957381248,0.314644312600866,0.161888349261058
"1666","TX","Hutchinson County",20617,45,22150,93,23857,32,48233,0.218266479119173,0.419864559819413,0.134132539715807
"1667","TX","Irion County",1513,0,1599,0,1771,0,48235,0,0,0
"1668","TX","Jack County",8472,1042,9044,1097,8763,1000,48237,12.2993389990557,12.1295886775763,11.4116170261326
"1669","TX","Jackson County",14988,45,14075,62,14391,59,48239,0.300240192153723,0.440497335701599,0.409978458758947
"1670","TX","Jasper County",32980,587,35710,663,35604,632,48241,1.77986658580958,1.85662279473537,1.7750814515223
"1671","TX","Jeff Davis County",1996,0,2342,0,2207,0,48243,0,0,0
"1672","TX","Jefferson County",256526,11365,252273,11863,252051,12221,48245,4.43035013994683,4.70244536672573,4.84862190588413
"1673","TX","Jim Hogg County",4838,34,5300,16,5281,3,48247,0.702769739561802,0.30188679245283,0.056807422836584
"1674","TX","Jim Wells County",38891,59,40838,62,39326,84,48249,0.151706050242987,0.151819383907145,0.213599145603418
"1675","TX","Johnson County",179927,2265,150934,1520,126811,1284,48251,1.25884386445614,1.00706268965243,1.01253045871415
"1676","TX","Jones County",19663,5073,20202,4807,20785,4682,48253,25.7997253725271,23.7946737946738,22.5258599951888
"1677","TX","Karnes County",14710,2929,14824,3159,15446,3358,48255,19.9116247450714,21.3100377765785,21.7402563770555
"1678","TX","Kaufman County",145310,416,103350,255,71313,184,48257,0.286284495217122,0.246734397677794,0.258017472270133
"1679","TX","Kendall County",44279,119,33410,31,23743,27,48259,0.268750423451297,0.0927865908410655,0.11371772733016
"1680","TX","Kenedy County",350,0,416,0,414,0,48261,0,0,0
"1681","TX","Kent County",753,0,808,0,859,0,48263,0,0,0
"1682","TX","Kerr County",52598,200,49625,170,43653,143,48265,0.380242594775467,0.342569269521411,0.327583442146015
"1683","TX","Kimble County",4286,9,4607,10,4468,14,48267,0.209986000933271,0.217060994139353,0.313339301700985
"1684","TX","King County",265,0,286,0,356,0,48269,0,0,0
"1685","TX","Kinney County",3129,389,3598,332,3379,23,48271,12.4320869287312,9.22734852695942,0.680674755844925
"1686","TX","Kleberg County",31040,0,32061,120,31549,136,48273,0,0.374286516328249,0.431075469903959
"1687","TX","Knox County",3353,3,3719,11,4253,13,48275,0.0894721145243066,0.295778435063189,0.305666588290618
"1688","TX","Lamar County",50088,120,49793,148,48499,186,48277,0.239578342117873,0.297230534412468,0.383513062124992
"1689","TX","Lamb County",13045,31,13977,40,14709,51,48279,0.237638942123419,0.286184445875367,0.346726493983276
"1690","TX","Lampasas County",21627,44,19677,26,17762,35,48281,0.203449391963749,0.132133963510698,0.197049881770071
"1691","TX","La Salle County",6664,1338,6886,1583,5866,551,48283,20.078031212485,22.9886726691839,9.39311285373338
"1692","TX","Lavaca County",20337,22,19263,38,19210,11,48285,0.108177213945026,0.197269376524944,0.0572618427902134
"1693","TX","Lee County",17478,22,16612,38,15657,400,48287,0.125872525460579,0.228750300987238,2.55476783547295
"1694","TX","Leon County",15719,39,16801,27,15335,24,48289,0.248107385966028,0.160704719957145,0.156504727746984
"1695","TX","Liberty County",91628,4573,75643,4815,70154,4682,48291,4.99083249661675,6.36542707190355,6.67388887305072
"1696","TX","Limestone County",22146,611,23384,1305,22051,902,48293,2.75896324392667,5.58073896681492,4.09051743685094
"1697","TX","Lipscomb County",3059,9,3302,4,3057,1,48295,0.29421379535796,0.121138703815869,0.0327118089630357
"1698","TX","Live Oak County",11335,1350,11531,1013,12309,1436,48297,11.910013233348,8.78501430925332,11.6662604598261
"1699","TX","Llano County",21243,0,19301,0,17044,17,48299,0,0,0.0997418446374091
"1700","TX","Loving County",64,0,82,0,67,0,48301,0,0,0
"1701","TX","Lubbock County",310639,2003,278831,1893,242628,1928,48303,0.644799912438554,0.67890586053918,0.794632111710108
"1702","TX","Lynn County",5596,35,5915,42,6550,12,48305,0.625446747676912,0.710059171597633,0.183206106870229
"1703","TX","McCulloch County",7630,23,8283,19,8205,9,48307,0.301441677588467,0.229385488349632,0.109689213893967
"1704","TX","McLennan County",260579,1150,234906,1184,213517,797,48309,0.441324895713008,0.50403139979396,0.373272385805346
"1705","TX","McMullen County",600,0,707,0,851,0,48311,0,0,0
"1706","TX","Madison County",13455,2306,13664,2355,12940,2710,48313,17.1386101820884,17.2350702576112,20.9428129829985
"1707","TX","Marion County",9725,16,10546,65,10941,21,48315,0.16452442159383,0.616347430305329,0.191938579654511
"1708","TX","Martin County",5237,5,4799,7,4746,8,48317,0.0954745083062822,0.145863721608668,0.168563000421408
"1709","TX","Mason County",3953,7,4012,3,3738,0,48319,0.177080698203896,0.0747756729810568,0
"1710","TX","Matagorda County",36255,51,36702,129,37957,142,48321,0.140670252378982,0.351479483406899,0.374107542745739
"1711","TX","Maverick County",57887,316,54258,879,47297,0,48323,0.5458911327241,1.62003759814221,0
"1712","TX","Medina County",50748,1805,46006,1882,39304,1342,48325,3.55679041538583,4.09077076903013,3.41441074699776
"1713","TX","Menard County",1962,6,2242,5,2360,4,48327,0.305810397553517,0.223015165031222,0.169491525423729
"1714","TX","Midland County",169983,318,136872,364,116009,268,48329,0.18707753128254,0.265941901922965,0.231016559060073
"1715","TX","Milam County",24754,117,24757,86,24238,44,48331,0.472650884705502,0.347376499575878,0.181533129796188
"1716","TX","Mills County",4456,31,4936,4,5151,7,48333,0.695691202872531,0.0810372771474878,0.13589594253543
"1717","TX","Mitchell County",8990,2113,9403,2296,9698,2534,48335,23.503893214683,24.4177390194619,26.1290987832543
"1718","TX","Montague County",19965,41,19719,51,19117,38,48337,0.205359378913098,0.258633804959684,0.198775958570905
"1719","TX","Montgomery County",620443,2502,455746,1859,293768,617,48339,0.403260251143135,0.407902647527351,0.210029683287492
"1720","TX","Moore County",21358,42,21904,39,20121,35,48341,0.196647626182227,0.178049671292915,0.173947616917648
"1721","TX","Morris County",11973,20,12934,29,13048,27,48343,0.167042512319385,0.224215246636771,0.206928264868179
"1722","TX","Motley County",1063,0,1210,0,1426,0,48345,0,0,0
"1723","TX","Nacogdoches County",64653,222,64524,204,59203,191,48347,0.343371537283653,0.316161428305747,0.322618786210158
"1724","TX","Navarro County",52624,197,47735,179,45124,157,48349,0.374353906962603,0.374986906881743,0.347930148036522
"1725","TX","Newton County",12217,15,14445,666,15072,531,48351,0.122779733158713,4.61059190031153,3.52308917197452
"1726","TX","Nolan County",14738,82,15216,49,15802,134,48353,0.556384855475641,0.322029442691903,0.847993924819643
"1727","TX","Nueces County",353178,1899,340223,1719,313645,1007,48355,0.537689210539728,0.505256846244963,0.321063622885747
"1728","TX","Ochiltree County",10015,10,10223,18,9006,20,48357,0.0998502246630055,0.176073559620464,0.222074172773706
"1729","TX","Oldham County",1758,17,2052,2,2185,5,48359,0.967007963594994,0.0974658869395711,0.22883295194508
"1730","TX","Orange County",84808,123,81837,151,84966,409,48361,0.145033487406848,0.184513117538522,0.481369018195513
"1731","TX","Palo Pinto County",28409,80,28111,97,27026,106,48363,0.281600901122884,0.345060652413646,0.392214904166358
"1732","TX","Panola County",22491,42,23796,54,22756,52,48365,0.186741363211951,0.226928895612708,0.228511161891369
"1733","TX","Parker County",148222,263,116927,2357,88495,2261,48367,0.177436547880881,2.01578762817826,2.55494660715295
"1734","TX","Parmer County",9869,20,10269,26,10016,14,48369,0.202654777586382,0.253189210244425,0.139776357827476
"1735","TX","Pecos County",15193,1734,15507,1956,16809,1973,48371,11.4131507931284,12.6136583478429,11.7377595335832
"1736","TX","Polk County",50123,3522,45413,3907,41133,2996,48373,7.02671428286415,8.60326338273182,7.28368949505263
"1737","TX","Potter County",118525,5630,121073,5669,113546,5044,48375,4.75005273149125,4.68229910880213,4.44225247917144
"1738","TX","Presidio County",6131,43,7818,0,7304,89,48377,0.701353775893003,0,1.21851040525739
"1739","TX","Rains County",12164,28,10914,25,9139,11,48379,0.23018743834265,0.229063588052043,0.120363278258015
"1740","TX","Randall County",140753,390,120725,317,104312,157,48381,0.27708112793333,0.26258024435701,0.15051000843623
"1741","TX","Reagan County",3385,0,3367,0,3326,12,48383,0,0,0.360793746241732
"1742","TX","Real County",2758,0,3309,0,3047,0,48385,0,0,0
"1743","TX","Red River County",11587,39,12860,28,14314,37,48387,0.33658410287391,0.217729393468118,0.258488193377113
"1744","TX","Reeves County",14748,2981,13783,3034,13137,1070,48389,20.2129102251153,22.0126242472611,8.14493415543884
"1745","TX","Refugio County",6741,26,7383,25,7828,31,48391,0.385699451120012,0.338615738859542,0.396014307613694
"1746","TX","Roberts County",827,0,929,0,887,0,48393,0,0,0
"1747","TX","Robertson County",16757,26,16622,41,16000,41,48395,0.155159038013964,0.246661051618337,0.25625
"1748","TX","Rockwall County",107819,204,78337,167,43080,76,48397,0.189205984102987,0.213181510652693,0.176415970287837
"1749","TX","Runnels County",9900,33,10501,48,11495,57,48399,0.333333333333333,0.457099323873917,0.495867768595041
"1750","TX","Rusk County",52214,4622,53330,4701,47372,2215,48401,8.85203202206305,8.8149259328708,4.6757578316305
"1751","TX","Sabine County",9894,0,10834,0,10469,7,48403,0,0,0.0668640748877639
"1752","TX","San Augustine County",7918,0,8865,0,8946,4,48405,0,0,0.0447127207690588
"1753","TX","San Jacinto County",27402,81,26384,54,22246,48,48407,0.295598861396978,0.204669496664645,0.215769127034074
"1754","TX","San Patricio County",68755,219,64804,249,67138,280,48409,0.318522289288052,0.384235541015987,0.417051446274837
"1755","TX","San Saba County",5730,568,6131,583,6186,6,48411,9.91273996509599,9.5090523568749,0.0969932104752667
"1756","TX","Schleicher County",2451,0,3461,0,2935,14,48413,0,0,0.477001703577513
"1757","TX","Scurry County",16932,1026,16921,1336,16361,1348,48415,6.05953224663359,7.89551444950062,8.23910518916936
"1758","TX","Shackelford County",3105,3,3378,0,3302,5,48417,0.0966183574879227,0,0.151423379769836
"1759","TX","Shelby County",24022,0,25448,0,25224,45,48419,0,0,0.178401522359657
"1760","TX","Sherman County",2782,6,3034,3,3186,2,48421,0.215672178289001,0.0988793671720501,0.0627746390458255
"1761","TX","Smith County",233479,962,209714,800,174706,790,48423,0.412028490785039,0.381471909362274,0.452188247684682
"1762","TX","Somervell County",9205,0,8490,0,6809,15,48425,0,0,0.220296666177119
"1763","TX","Starr County",65920,134,60968,607,53597,279,48427,0.203276699029126,0.995604251410576,0.520551523406161
"1764","TX","Stephens County",9101,596,9630,503,9674,531,48429,6.54873090869135,5.22326064382139,5.48893942526359
"1765","TX","Sterling County",1372,0,1143,0,1393,0,48431,0,0,0
"1766","TX","Stonewall County",1245,6,1490,0,1693,4,48433,0.481927710843374,0,0.236266981689309
"1767","TX","Sutton County",3372,6,4128,10,4077,4,48435,0.177935943060498,0.242248062015504,0.0981113563895021
"1768","TX","Swisher County",6971,581,7854,594,8378,590,48437,8.33452876201406,7.56302521008403,7.04225352112676
"1769","TX","Tarrant County",2110640,7655,1809034,5854,1446219,7862,48439,0.362686199446613,0.323598119217218,0.543624444154032
"1770","TX","Taylor County",143208,647,131506,0,126555,383,48441,0.451790402770795,0,0.302635217889455
"1771","TX","Terrell County",760,0,984,0,1081,0,48443,0,0,0
"1772","TX","Terry County",11831,597,12651,1031,12761,883,48445,5.04606542135069,8.14955339498854,6.91952041376068
"1773","TX","Throckmorton County",1440,0,1641,0,1850,0,48447,0,0,0
"1774","TX","Titus County",31247,6,32334,0,28118,122,48449,0.0192018433769642,0,0.433885767124262
"1775","TX","Tom Green County",120003,459,110224,442,104010,291,48451,0.382490437739056,0.401001596748439,0.279780790308624
"1776","TX","Travis County",1290188,3051,1024266,3475,812280,3544,48453,0.236477164568264,0.339267338757706,0.436302752745359
"1777","TX","Trinity County",13602,13,14585,4,13779,56,48455,0.0955741802676077,0.0274254370929037,0.406415559910008
"1778","TX","Tyler County",19798,1892,21766,1809,20871,1343,48457,9.556520860693,8.31112744647616,6.43476594317474
"1779","TX","Upshur County",40892,120,39309,1,35291,75,48459,0.293455932700773,0.00254394667887761,0.21251877249157
"1780","TX","Upton County",3308,42,3355,33,3404,4,48461,1.26964933494559,0.983606557377049,0.117508813160987
"1781","TX","Uvalde County",24564,256,26405,109,25926,134,48463,1.04217554144276,0.412800605945844,0.516855666126668
"1782","TX","Val Verde County",47586,1223,48879,1144,44856,248,48465,2.5700836380448,2.34047341394055,0.552880328161227
"1783","TX","Van Zandt County",59541,149,52579,134,48140,87,48467,0.250247728456022,0.254854599745145,0.180722891566265
"1784","TX","Victoria County",91319,263,86793,409,84088,473,48469,0.288001401679826,0.471236159598124,0.562505946151651
"1785","TX","Walker County",76400,14881,67861,13566,61758,14050,48471,19.4777486910995,19.9908636772226,22.7500890572881
"1786","TX","Waller County",56794,53,43205,179,32663,78,48473,0.0933197168715005,0.414303900011573,0.23880231454551
"1787","TX","Ward County",11644,64,10658,54,10909,72,48475,0.549639299209894,0.506661662600863,0.660005500045834
"1788","TX","Washington County",35805,70,33718,337,30373,72,48477,0.195503421309873,0.999466160507741,0.237052645441675
"1789","TX","Webb County",267114,1783,250304,1591,193117,1212,48479,0.667505259926473,0.635627077473792,0.62759881315472
"1790","TX","Wharton County",41570,51,41280,88,41188,92,48481,0.122684628337744,0.213178294573643,0.223366028940468
"1791","TX","Wheeler County",4990,24,5410,3,5284,6,48483,0.480961923847695,0.055452865064695,0.113550340651022
"1792","TX","Wichita County",129350,4049,131500,4180,131664,4147,48485,3.13026671820642,3.1787072243346,3.14968404423381
"1793","TX","Wilbarger County",12887,15,13535,38,14676,22,48487,0.116396368433305,0.280753601773181,0.149904606159717
"1794","TX","Willacy County",20164,2457,22134,3200,20082,1063,48489,12.1850823249355,14.4573958615704,5.29329748033064
"1795","TX","Williamson County",609017,633,422679,2699,249967,1936,48491,0.103937985310755,0.638546036117243,0.774502234294927
"1796","TX","Wilson County",49753,51,42918,59,32408,158,48493,0.102506381524732,0.137471457197446,0.487533942236485
"1797","TX","Winkler County",7791,98,7110,97,7173,97,48495,1.25786163522013,1.36427566807314,1.3522933221804
"1798","TX","Wise County",68632,508,59127,746,48793,800,48497,0.740179508101177,1.26169093645881,1.63957944787162
"1799","TX","Wood County",44843,683,41964,239,36752,572,48499,1.52309167540084,0.56953579258412,1.55637788419678
"1800","TX","Yoakum County",7694,0,7879,0,7322,4,48501,0,0,0.0546298825457525
"1801","TX","Young County",17867,24,18550,85,17943,32,48503,0.134325852129624,0.45822102425876,0.178342529119991
"1802","TX","Zapata County",13889,73,14018,0,12182,0,48505,0.525595795233638,0,0
"1803","TX","Zavala County",9670,29,11677,409,11600,340,48507,0.299896587383661,3.50261197225315,2.93103448275862
"1804","AL","Autauga County",58805,142,54571,181,43671,100,1001,0.241476064960463,0.331677997471184,0.228984909894438
"1805","AL","Baldwin County",231767,1229,182265,1050,140415,863,1003,0.530273938912787,0.57608427289935,0.614606701563223
"1806","AL","Barbour County",25223,2517,27457,3044,29038,2464,1005,9.97898743210562,11.0864260480023,8.48543288105241
"1807","AL","Bibb County",22293,1856,22915,2007,20826,900,1007,8.32548333557619,8.7584551603753,4.32152117545376
"1808","AL","Blount County",59134,91,57322,129,51024,120,1009,0.1538877802956,0.225044485537839,0.235183443085607
"1809","AL","Bullock County",10357,1580,10914,1528,11714,1397,1011,15.2553828328667,14.0003665017409,11.9259006317227
"1810","AL","Butler County",19051,54,20947,38,21399,31,1013,0.283449687680437,0.181410225807992,0.144866582550586
"1811","AL","Calhoun County",116441,1024,118572,469,112249,357,1015,0.879415326216711,0.395540262456566,0.31804292243138
"1812","AL","Chambers County",34772,126,34215,137,36583,173,1017,0.362360519958587,0.400409177261435,0.472897247355329
"1813","AL","Cherokee County",24971,115,25989,80,23988,74,1019,0.460534219694846,0.307822540305514,0.308487577121894
"1814","AL","Chilton County",45014,148,43643,171,39593,148,1021,0.32878659972453,0.391815411406182,0.373803450104817
"1815","AL","Choctaw County",12665,0,13859,36,15922,33,1023,0,0.25975900137095,0.207260394422811
"1816","AL","Clarke County",23087,88,25833,100,27867,59,1025,0.381166890457833,0.387101769055085,0.211719955502925
"1817","AL","Clay County",14236,83,13932,76,14254,44,1027,0.583028940713684,0.545506747057135,0.30868528132454
"1818","AL","Cleburne County",15056,90,14972,91,14123,26,1029,0.597768331562168,0.607801228960727,0.184096863272676
"1819","AL","Coffee County",53465,305,49948,241,43615,356,1031,0.570466660432058,0.482501801873949,0.816232947380488
"1820","AL","Colbert County",57227,21,54428,77,54984,75,1033,0.0366959651912559,0.141471301535974,0.136403317328677
"1821","AL","Conecuh County",11597,46,13228,45,14089,0,1035,0.3966543071484,0.340187481100695,0
"1822","AL","Coosa County",10387,250,11539,80,12202,343,1037,2.40685472224897,0.693300979287633,2.8110145877725
"1823","AL","Covington County",37570,72,37765,172,37631,125,1039,0.191642267766835,0.45544816629154,0.332172942520794
"1824","AL","Crenshaw County",13194,0,13906,0,13665,14,1041,0,0,0.102451518477863
"1825","AL","Cullman County",87866,258,80406,290,77483,102,1043,0.293628934969158,0.360669601771012,0.131641779487113
"1826","AL","Dale County",49326,62,50251,72,49129,56,1045,0.125694359972428,0.143280730731727,0.113985629668831
"1827","AL","Dallas County",38462,6,43820,0,46365,0,1047,0.0155998128022464,0,0
"1828","AL","DeKalb County",71608,277,71109,204,64452,65,1049,0.386828287342196,0.286883516854407,0.100850245143673
"1829","AL","Elmore County",87977,5286,79303,5025,65874,4687,1051,6.00838855609989,6.33645637617745,7.11509852141968
"1830","AL","Escambia County",36757,1826,38319,3051,38440,1535,1053,4.96776124275648,7.96210757065685,3.99323621227888
"1831","AL","Etowah County",103436,446,104430,784,103459,405,1055,0.431184500560733,0.750742123910754,0.391459418706927
"1832","AL","Fayette County",16321,80,17241,62,18495,53,1057,0.490166043747319,0.35960791137405,0.286563936198973
"1833","AL","Franklin County",32113,86,31704,88,31223,75,1059,0.267804316009093,0.277567499369165,0.240207539313967
"1834","AL","Geneva County",26659,74,26790,53,25764,40,1061,0.277579804193706,0.197835013064576,0.155255395124981
"1835","AL","Greene County",7730,23,9045,0,9974,22,1063,0.297542043984476,0,0.2205734910768
"1836","AL","Hale County",14785,18,15760,167,17185,107,1065,0.121745011836321,1.05964467005076,0.622636019784696
"1837","AL","Henry County",17146,22,17302,55,16310,23,1067,0.128309809868191,0.317882325742689,0.141017780502759
"1838","AL","Houston County",107202,152,101547,553,88787,383,1069,0.141788399470159,0.544575418279221,0.431369457240362
"1839","AL","Jackson County",52579,142,53227,150,53926,105,1071,0.27006979972993,0.281811862400661,0.194711271001001
"1840","AL","Jefferson County",674721,2499,658466,3008,662047,3403,1073,0.370375310683972,0.456819334635349,0.514011845080485
"1841","AL","Lamar County",13972,21,14564,52,15904,46,1075,0.150300601202405,0.357044767920901,0.289235412474849
"1842","AL","Lauderdale County",93564,261,92709,144,87966,214,1077,0.278953443632166,0.155324725754781,0.243275811108838
"1843","AL","Lawrence County",33073,111,34339,108,34803,82,1079,0.335621201584374,0.314511197181048,0.235611872539724
"1844","AL","Lee County",174241,336,140247,331,115092,232,1081,0.192836358836324,0.236012178513622,0.20157786814027
"1845","AL","Limestone County",103570,2567,82782,2576,65676,2186,1083,2.47851694506131,3.11178758667343,3.32846092941105
"1846","AL","Lowndes County",10311,125,11299,34,13473,30,1085,1.21229754630977,0.300911585096026,0.222667557336896
"1847","AL","Macon County",19532,42,21452,51,24105,38,1087,0.215031742781077,0.237740070855864,0.157643642397843
"1848","AL","Madison County",388153,847,334811,1012,276700,885,1089,0.218212921193447,0.302260081060658,0.319840983014095
"1849","AL","Marengo County",19323,46,21027,69,22539,20,1091,0.23805827252497,0.328149522043087,0.0887350814144372
"1850","AL","Marion County",29341,398,30776,557,31214,595,1093,1.35646365154562,1.80985183259683,1.90619593772025
"1851","AL","Marshall County",97612,289,93019,335,82231,218,1095,0.296070155308774,0.360141476472549,0.26510683318943
"1852","AL","Mobile County",414809,1759,412992,1328,399843,1321,1097,0.424050587137695,0.32155586548892,0.330379674022054
"1853","AL","Monroe County",19772,76,23068,55,24324,47,1099,0.384381954278778,0.238425524536154,0.19322479855287
"1854","AL","Montgomery County",228954,3196,229363,3752,223510,2605,1101,1.39591358962936,1.63583489926448,1.16549595096416
"1855","AL","Morgan County",123421,1332,119490,1205,111064,721,1103,1.0792328696089,1.00845259017491,0.64917525030613
"1856","AL","Perry County",8511,0,10591,17,11861,15,1105,0,0.160513643659711,0.126464884916955
"1857","AL","Pickens County",19123,1612,19746,170,20949,3,1107,8.42963970088375,0.860933860022283,0.0143204926249463
"1858","AL","Pike County",33009,0,32899,2,29605,84,1109,0,0.00607921213410742,0.283735855429826
"1859","AL","Randolph County",21967,57,22913,48,22380,67,1111,0.259480129284836,0.209488063544713,0.299374441465594
"1860","AL","Russell County",59183,190,52947,291,49756,295,1113,0.321038135951202,0.549606209983568,0.592893319398666
"1861","AL","St. Clair County",91103,1300,83593,1634,64742,1441,1115,1.42695630220739,1.95470912636226,2.22575762256341
"1862","AL","Shelby County",223024,1233,195085,881,143293,168,1117,0.552855298084511,0.451598021375298,0.117242293761733
"1863","AL","Sumter County",12345,0,13763,0,14798,25,1119,0,0,0.168941748884984
"1864","AL","Talladega County",82149,1627,82291,1989,80321,2342,1121,1.9805475416621,2.41703223924852,2.91580035109125
"1865","AL","Tallapoosa County",41311,113,41616,137,41475,112,1123,0.273534893853937,0.32920030757401,0.270042194092827
"1866","AL","Tuscaloosa County",227036,600,194656,615,164875,484,1125,0.264275269120316,0.315941969422982,0.293555724033359
"1867","AL","Walker County",65342,297,67023,309,70713,266,1127,0.45453154173426,0.461035763842263,0.376168455588081
"1868","AL","Washington County",15388,47,17581,67,18097,0,1129,0.305432804782948,0.381093225641317,0
"1869","AL","Wilcox County",10600,103,11670,38,13183,163,1131,0.971698113207547,0.325621251071123,1.23644087081848
"1870","AL","Winston County",23540,70,24484,56,24843,74,1133,0.297366185216653,0.22872079725535,0.297870627540957
"1871","CA","Alameda County",1682353,3406,1510271,6713,1443741,6278,6001,0.202454538375715,0.44448976375763,0.434842537546554
"1872","CA","Alpine County",1204,1,1175,0,1208,0,6003,0.0830564784053156,0,0
"1873","CA","Amador County",40474,4045,38091,3969,35100,3562,6005,9.99407026733211,10.4197842009924,10.1481481481481
"1874","CA","Butte County",211632,496,220000,557,203171,547,6007,0.234369093520829,0.253181818181818,0.269231337149495
"1875","CA","Calaveras County",45292,170,45578,172,40554,222,6009,0.375342223792281,0.377375049365922,0.54741825713863
